Date,Habit,Status
2024-07-05,Journaling,Completed
2024-07-18,Reading,Partial
2024-02-28,Reading,Completed
2024-07-31,Reading,Completed
2024-07-30,Water Intake,Partial
2024-10-14,Meditation,Completed
2024-05-14,Meditation,Skipped
2024-05-17,Water Intake,Skipped
2024-04-03,Water Intake,Partial
2024-11-26,Meditation,Completed
2024-07-30,Meditation,Exceeded
2024-10-12,Exercise,Partial
2024-01-05,Exercise,Exceeded
2024-08-12,Exercise,Completed
2024-04-10,Water Intake,Skipped
2024-08-03,Water Intake,Partial
2024-01-10,Exercise,Partial
2024-01-19,Exercise,Partial
2024-10-04,Exercise,Partial
2024-09-11,Meditation,Completed
2024-12-16,Water Intake,Completed
2024-07-17,Exercise,Skipped
2024-12-12,Exercise,Skipped
2024-03-05,Journaling,Completed
2024-05-10,Meditation,Skipped
2024-08-17,Meditation,Partial
2024-06-30,Journaling,Exceeded
2024-02-07,Water Intake,Partial
2024-08-25,Journaling,Partial
2024-03-07,Meditation,Skipped
2024-02-23,Water Intake,Skipped
2024-05-10,Water Intake,Skipped
2024-05-19,Water Intake,Partial
2024-09-14,Exercise,Partial
2024-03-23,Reading,Partial
2024-01-25,Journaling,Exceeded
2024-04-15,Reading,Skipped
2024-03-07,Journaling,Completed
2024-07-11,Exercise,Completed
2024-09-10,Exercise,Exceeded
2024-10-17,Water Intake,Skipped
2024-06-02,Reading,Exceeded
2024-01-15,Water Intake,Skipped
2024-06-01,Reading,Skipped
2024-01-20,Meditation,Exceeded
2024-07-01,Reading,Partial
2024-09-03,Meditation,Partial
2024-07-19,Journaling,Skipped
2024-03-19,Water Intake,Partial
2024-06-04,Reading,Exceeded
2024-06-11,Reading,Partial
2024-08-31,Reading,Exceeded
2024-02-19,Exercise,Skipped
2024-10-30,Reading,Skipped
2024-02-14,Meditation,Skipped
2024-02-28,Reading,Completed
2024-04-07,Journaling,Exceeded
2024-03-25,Meditation,Skipped
2024-09-19,Meditation,Skipped
2024-10-18,Meditation,Completed
2024-06-10,Journaling,Completed
2024-02-01,Water Intake,Partial
2024-12-03,Water Intake,Skipped
2024-01-12,Meditation,Partial
2024-02-06,Water Intake,Completed
2024-01-29,Meditation,Partial
2024-08-24,Meditation,Exceeded
2024-09-16,Journaling,Skipped
2024-10-12,Meditation,Exceeded
2024-05-05,Journaling,Exceeded
2024-04-23,Journaling,Partial
2024-11-17,Reading,Partial
2024-02-11,Meditation,Skipped
2024-12-20,Water Intake,Exceeded
2024-05-01,Journaling,Exceeded
2024-04-24,Reading,Partial
2024-05-23,Journaling,Partial
2024-07-07,Exercise,Skipped
2024-10-02,Exercise,Completed
2024-01-23,Reading,Exceeded
2024-05-03,Meditation,Completed
2024-05-17,Reading,Exceeded
2024-11-28,Meditation,Partial
2024-11-17,Exercise,Partial
2024-07-23,Journaling,Skipped
2024-09-22,Water Intake,Completed
2024-12-13,Reading,Skipped
2024-07-30,Meditation,Skipped
2024-10-02,Meditation,Skipped
2024-04-23,Journaling,Skipped
2024-09-19,Reading,Partial
2024-10-10,Reading,Skipped
2024-01-15,Exercise,Exceeded
2024-07-15,Exercise,Skipped
2024-09-12,Meditation,Exceeded
2024-02-24,Meditation,Partial
2024-09-19,Journaling,Skipped
2024-03-31,Reading,Exceeded
2024-10-28,Water Intake,Skipped
2024-11-14,Journaling,Exceeded
2024-07-17,Exercise,Exceeded
2024-07-20,Reading,Completed
2024-11-13,Reading,Partial
2024-01-13,Exercise,Exceeded
2024-10-28,Journaling,Completed
2024-11-22,Reading,Skipped
2024-07-27,Exercise,Completed
2024-05-14,Exercise,Skipped
2024-09-06,Water Intake,Partial
2024-12-30,Exercise,Completed
2024-04-12,Exercise,Skipped
2024-11-29,Exercise,Exceeded
2024-10-23,Exercise,Exceeded
2024-08-19,Exercise,Skipped
2024-04-23,Meditation,Completed
2024-08-03,Reading,Skipped
2024-08-01,Reading,Partial
2024-01-07,Meditation,Exceeded
2024-03-23,Journaling,Completed
2024-11-15,Journaling,Partial
2024-02-05,Meditation,Exceeded
2024-05-01,Exercise,Partial
2024-03-01,Reading,Skipped
2024-04-29,Water Intake,Partial
2024-08-15,Reading,Exceeded
2024-04-15,Journaling,Partial
2024-07-22,Water Intake,Skipped
2024-07-21,Exercise,Partial
2024-07-23,Meditation,Skipped
2024-10-06,Meditation,Exceeded
2024-08-08,Exercise,Completed
2024-06-16,Exercise,Completed
2024-08-23,Water Intake,Completed
2024-02-25,Exercise,Skipped
2024-04-18,Reading,Completed
2024-11-27,Journaling,Completed
2024-01-07,Meditation,Partial
2024-07-01,Water Intake,Exceeded
2024-11-05,Journaling,Partial
2024-12-18,Reading,Completed
2024-08-31,Meditation,Completed
2024-12-30,Water Intake,Completed
2024-11-30,Meditation,Exceeded
2024-02-24,Journaling,Partial
2024-08-29,Reading,Completed
2024-01-26,Meditation,Partial
2024-02-20,Exercise,Completed
2024-02-11,Reading,Partial
2024-03-24,Reading,Exceeded
2024-11-16,Water Intake,Completed
2024-07-30,Meditation,Exceeded
2024-11-17,Reading,Completed
2024-10-26,Exercise,Skipped
2024-02-20,Reading,Skipped
2024-08-08,Water Intake,Skipped
2024-08-17,Meditation,Partial
2024-02-20,Journaling,Completed
2024-10-19,Water Intake,Partial
2024-04-24,Meditation,Skipped
2024-05-08,Reading,Skipped
2024-04-27,Journaling,Skipped
2024-06-05,Exercise,Exceeded
2024-11-03,Reading,Completed
2024-05-30,Meditation,Exceeded
2024-07-23,Water Intake,Skipped
2024-05-16,Reading,Skipped
2024-11-05,Journaling,Partial
2024-11-15,Water Intake,Exceeded
2024-01-21,Meditation,Skipped
2024-04-25,Meditation,Skipped
2024-09-20,Water Intake,Skipped
2024-06-11,Reading,Partial
2024-11-20,Journaling,Skipped
2024-09-27,Exercise,Exceeded
2024-12-02,Exercise,Skipped
2024-08-13,Water Intake,Skipped
2024-05-01,Meditation,Exceeded
2024-06-26,Water Intake,Skipped
2024-08-23,Reading,Completed
2024-09-29,Meditation,Partial
2024-03-17,Journaling,Partial
2024-09-18,Water Intake,Completed
2024-02-15,Meditation,Completed
2024-01-13,Exercise,Partial
2024-03-25,Meditation,Skipped
2024-05-20,Exercise,Partial
2024-10-15,Journaling,Partial
2024-11-19,Reading,Partial
2024-10-14,Reading,Exceeded
2024-12-30,Meditation,Completed
2024-12-04,Water Intake,Partial
2024-01-12,Exercise,Partial
2024-08-26,Journaling,Completed
2024-05-09,Water Intake,Exceeded
2024-02-23,Journaling,Completed
2024-06-09,Water Intake,Exceeded
2024-08-01,Reading,Exceeded
2024-02-09,Water Intake,Completed
2024-01-30,Reading,Skipped
2024-07-01,Meditation,Partial
2024-10-01,Water Intake,Exceeded
2024-10-08,Water Intake,Skipped
2024-10-26,Reading,Skipped
2024-12-26,Journaling,Exceeded
2024-02-04,Reading,Completed
2024-02-05,Exercise,Partial
2024-02-01,Meditation,Exceeded
2024-03-27,Exercise,Completed
2024-12-05,Exercise,Skipped
2024-08-13,Journaling,Partial
2024-11-12,Journaling,Completed
2024-07-08,Reading,Skipped
2024-08-08,Water Intake,Skipped
2024-02-06,Meditation,Skipped
2024-12-24,Meditation,Partial
2024-01-15,Reading,Exceeded
2024-02-11,Meditation,Partial
2024-02-25,Meditation,Exceeded
2024-07-11,Meditation,Completed
2024-08-10,Meditation,Partial
2024-11-21,Journaling,Completed
2024-02-19,Journaling,Completed
2024-11-20,Water Intake,Skipped
2024-06-24,Reading,Exceeded
2024-11-26,Exercise,Partial
2024-07-30,Journaling,Skipped
2024-11-30,Journaling,Partial
2024-03-04,Reading,Partial
2024-11-25,Exercise,Completed
2024-10-19,Exercise,Completed
2024-03-04,Meditation,Partial
2024-11-18,Exercise,Partial
2024-09-30,Water Intake,Exceeded
2024-06-26,Meditation,Exceeded
2024-10-15,Exercise,Completed
2024-04-19,Water Intake,Skipped
2024-12-09,Water Intake,Exceeded
2024-03-06,Exercise,Completed
2024-01-01,Water Intake,Skipped
2024-03-02,Exercise,Skipped
2024-11-10,Reading,Exceeded
2024-11-17,Exercise,Skipped
2024-09-14,Water Intake,Completed
2024-10-09,Journaling,Completed
2024-07-24,Meditation,Skipped
2024-09-18,Exercise,Completed
2024-04-27,Meditation,Completed
2024-11-04,Exercise,Partial
2024-04-22,Meditation,Completed
2024-10-13,Reading,Partial
2024-07-20,Meditation,Skipped
2024-05-11,Meditation,Completed
2024-02-15,Exercise,Completed
2024-08-03,Water Intake,Completed
2024-08-01,Journaling,Skipped
2024-01-23,Reading,Skipped
2024-01-09,Meditation,Skipped
2024-01-07,Journaling,Partial
2024-09-22,Journaling,Skipped
2024-01-22,Reading,Skipped
2024-11-11,Water Intake,Completed
2024-01-25,Meditation,Exceeded
2024-12-09,Meditation,Completed
2024-11-24,Reading,Completed
2024-02-27,Water Intake,Skipped
2024-04-23,Journaling,Completed
2024-02-25,Exercise,Partial
2024-01-21,Meditation,Completed
2024-03-16,Exercise,Exceeded
2024-04-06,Reading,Skipped
2024-09-13,Reading,Completed
2024-07-04,Meditation,Completed
2024-09-10,Water Intake,Exceeded
2024-08-03,Reading,Exceeded
2024-03-09,Meditation,Partial
2024-04-05,Water Intake,Skipped
2024-04-19,Water Intake,Completed
2024-01-28,Water Intake,Partial
2024-02-20,Meditation,Skipped
2024-10-25,Exercise,Skipped
2024-12-13,Water Intake,Completed
2024-06-28,Reading,Completed
2024-09-01,Water Intake,Exceeded
2024-09-26,Meditation,Skipped
2024-08-22,Journaling,Partial
2024-08-24,Reading,Skipped
2024-03-13,Water Intake,Exceeded
2024-10-08,Meditation,Exceeded
2024-06-02,Water Intake,Skipped
2024-07-12,Journaling,Partial
2024-01-25,Water Intake,Completed
2024-01-25,Journaling,Partial
2024-10-11,Meditation,Exceeded
2024-05-05,Journaling,Exceeded
2024-09-10,Journaling,Partial
2024-12-21,Meditation,Completed
2024-07-02,Water Intake,Partial
2024-01-18,Exercise,Exceeded
2024-07-26,Exercise,Exceeded
2024-01-14,Exercise,Skipped
2024-11-24,Exercise,Skipped
2024-05-24,Water Intake,Completed
2024-10-30,Water Intake,Completed
2024-08-06,Exercise,Completed
2024-10-08,Water Intake,Exceeded
2024-04-08,Meditation,Exceeded
2024-06-26,Meditation,Skipped
2024-09-09,Reading,Partial
2024-10-02,Exercise,Partial
2024-07-14,Water Intake,Completed
2024-12-27,Journaling,Completed
2024-06-19,Water Intake,Exceeded
2024-02-21,Journaling,Skipped
2024-02-12,Meditation,Exceeded
2024-01-14,Reading,Skipped
2024-05-25,Meditation,Partial
2024-12-18,Reading,Skipped
2024-09-01,Meditation,Completed
2024-11-04,Exercise,Completed
2024-12-15,Journaling,Exceeded
2024-05-22,Journaling,Exceeded
2024-01-13,Water Intake,Partial
2024-07-08,Reading,Partial
2024-02-29,Exercise,Partial
2024-11-27,Reading,Partial
2024-12-29,Exercise,Skipped
2024-07-29,Meditation,Exceeded
2024-12-07,Water Intake,Exceeded
2024-12-31,Reading,Skipped
2024-12-30,Water Intake,Completed
2024-11-12,Exercise,Completed
2024-04-07,Water Intake,Completed
2024-10-07,Water Intake,Skipped
2024-01-25,Meditation,Skipped
2024-08-29,Reading,Completed
2024-10-03,Journaling,Skipped
2024-02-08,Journaling,Completed
2024-02-08,Reading,Partial
2024-09-02,Journaling,Exceeded
2024-03-14,Exercise,Exceeded
2024-03-29,Journaling,Exceeded
2024-12-14,Water Intake,Partial
2024-08-14,Water Intake,Partial
2024-07-01,Journaling,Skipped
2024-08-14,Journaling,Exceeded
2024-10-03,Water Intake,Skipped
2024-11-23,Water Intake,Skipped
2024-05-10,Water Intake,Completed
2024-08-08,Exercise,Skipped
2024-08-06,Journaling,Skipped
2024-07-28,Meditation,Completed
2024-02-05,Meditation,Skipped
2024-08-20,Meditation,Partial
2024-11-11,Exercise,Partial
2024-09-11,Exercise,Partial
2024-06-19,Exercise,Partial
2024-02-14,Water Intake,Partial
2024-01-23,Meditation,Completed
2024-10-06,Exercise,Completed
2024-01-30,Meditation,Exceeded
2024-12-22,Exercise,Completed
2024-07-28,Reading,Skipped
2024-03-20,Journaling,Partial
2024-08-19,Exercise,Completed
2024-04-19,Exercise,Completed
2024-01-21,Exercise,Exceeded
2024-10-14,Water Intake,Partial
2024-11-22,Reading,Completed
2024-07-03,Exercise,Skipped
2024-10-11,Meditation,Exceeded
2024-03-17,Journaling,Exceeded
2024-02-25,Journaling,Exceeded
2024-02-03,Meditation,Partial
2024-06-14,Water Intake,Skipped
2024-11-08,Meditation,Exceeded
2024-10-15,Journaling,Skipped
2024-04-09,Journaling,Exceeded
2024-12-20,Journaling,Exceeded
2024-06-24,Meditation,Skipped
2024-04-12,Water Intake,Skipped
2024-09-20,Water Intake,Exceeded
2024-05-08,Water Intake,Skipped
2024-12-23,Journaling,Skipped
2024-02-26,Meditation,Completed
2024-07-22,Journaling,Skipped
2024-08-02,Reading,Partial
2024-06-26,Reading,Partial
2024-08-15,Exercise,Exceeded
2024-10-15,Exercise,Skipped
2024-08-18,Exercise,Completed
2024-06-19,Water Intake,Completed
2024-08-23,Exercise,Completed
2024-12-02,Water Intake,Exceeded
2024-04-15,Water Intake,Completed
2024-09-03,Meditation,Completed
2024-01-12,Reading,Skipped
2024-03-23,Journaling,Exceeded
2024-09-25,Journaling,Exceeded
2024-10-05,Exercise,Skipped
2024-05-15,Journaling,Skipped
2024-07-01,Journaling,Completed
2024-06-08,Meditation,Completed
2024-08-20,Exercise,Partial
2024-11-23,Journaling,Partial
2024-12-13,Water Intake,Completed
2024-07-06,Journaling,Exceeded
2024-05-06,Reading,Exceeded
2024-04-02,Water Intake,Completed
2024-03-30,Meditation,Partial
2024-11-05,Reading,Exceeded
2024-12-11,Water Intake,Partial
2024-06-23,Reading,Completed
2024-11-11,Reading,Skipped
2024-10-05,Journaling,Exceeded
2024-11-12,Meditation,Completed
2024-05-12,Water Intake,Partial
2024-07-10,Water Intake,Partial
2024-11-19,Reading,Completed
2024-11-15,Meditation,Skipped
2024-05-13,Exercise,Completed
2024-10-06,Reading,Skipped
2024-02-22,Reading,Partial
2024-10-17,Reading,Completed
2024-12-19,Meditation,Partial
2024-04-17,Meditation,Partial
2024-12-23,Reading,Exceeded
2024-09-18,Exercise,Skipped
2024-06-17,Water Intake,Completed
2024-09-29,Water Intake,Completed
2024-12-30,Meditation,Skipped
2024-05-02,Exercise,Completed
2024-04-11,Meditation,Completed
2024-07-17,Meditation,Skipped
2024-01-11,Reading,Exceeded
2024-07-25,Reading,Partial
2024-05-19,Exercise,Exceeded
2024-01-30,Water Intake,Skipped
2024-12-18,Meditation,Exceeded
2024-04-26,Water Intake,Exceeded
2024-08-29,Water Intake,Exceeded
2024-12-25,Meditation,Skipped
2024-06-04,Exercise,Completed
2024-12-16,Journaling,Exceeded
2024-06-24,Reading,Exceeded
2024-10-09,Meditation,Exceeded
2024-11-29,Water Intake,Exceeded
2024-05-11,Exercise,Partial
2024-10-11,Meditation,Partial
2024-10-21,Journaling,Partial
2024-09-10,Exercise,Exceeded
2024-08-25,Water Intake,Completed
2024-10-30,Meditation,Partial
2024-06-30,Exercise,Skipped
2024-06-22,Exercise,Completed
2024-08-22,Exercise,Partial
2024-06-26,Journaling,Partial
2024-05-28,Water Intake,Completed
2024-10-15,Reading,Completed
2024-12-17,Journaling,Completed
2024-02-25,Exercise,Skipped
2024-06-01,Reading,Exceeded
2024-09-22,Water Intake,Skipped
2024-07-02,Journaling,Completed
2024-01-24,Journaling,Partial
2024-01-08,Journaling,Skipped
2024-10-11,Reading,Exceeded
2024-01-15,Reading,Skipped
2024-10-02,Reading,Partial
2024-03-28,Reading,Skipped
2024-02-06,Reading,Partial
2024-12-07,Water Intake,Exceeded
2024-10-01,Meditation,Exceeded
2024-09-18,Reading,Skipped
2024-06-15,Meditation,Skipped
2024-04-10,Water Intake,Completed
2024-06-06,Meditation,Exceeded
2024-02-15,Meditation,Partial
2024-04-05,Meditation,Partial
2024-01-15,Reading,Completed
2024-07-04,Reading,Completed
2024-04-11,Meditation,Partial
2024-11-14,Exercise,Partial
2024-05-18,Meditation,Partial
2024-05-02,Journaling,Skipped
2024-08-16,Reading,Completed
2024-04-01,Water Intake,Skipped
2024-06-12,Water Intake,Completed
2024-01-16,Meditation,Skipped
2024-02-22,Journaling,Exceeded
2024-08-02,Journaling,Skipped
2024-10-13,Meditation,Exceeded
2024-11-24,Exercise,Skipped
2024-04-06,Exercise,Exceeded
2024-06-10,Journaling,Exceeded
2024-06-28,Water Intake,Completed
2024-05-08,Water Intake,Completed
2024-09-18,Meditation,Exceeded
2024-04-29,Journaling,Skipped
2024-07-17,Meditation,Skipped
2024-04-11,Exercise,Completed
2024-03-05,Journaling,Partial
2024-10-21,Reading,Skipped
2024-05-28,Reading,Exceeded
2024-01-30,Water Intake,Completed
2024-03-31,Reading,Completed
2024-09-27,Journaling,Exceeded
2024-09-03,Meditation,Exceeded
2024-11-09,Meditation,Completed
2024-04-05,Water Intake,Skipped
2024-05-02,Reading,Skipped
2024-11-02,Water Intake,Completed
2024-10-15,Meditation,Exceeded
2024-08-18,Journaling,Partial
2024-04-16,Meditation,Partial
2024-12-17,Water Intake,Skipped
2024-09-18,Journaling,Skipped
2024-02-18,Reading,Partial
2024-08-30,Journaling,Exceeded
2024-12-08,Reading,Skipped
2024-12-25,Water Intake,Completed
2024-06-05,Exercise,Completed
2024-04-11,Journaling,Completed
2024-04-17,Exercise,Completed
2024-09-22,Reading,Skipped
2024-10-03,Meditation,Skipped
2024-03-25,Meditation,Completed
2024-05-20,Exercise,Skipped
2024-02-08,Exercise,Skipped
2024-11-22,Water Intake,Partial
2024-11-07,Reading,Exceeded
2024-11-14,Meditation,Partial
2024-09-29,Water Intake,Completed
2024-04-08,Water Intake,Exceeded
2024-09-28,Journaling,Exceeded
2024-02-09,Meditation,Exceeded
2024-11-23,Exercise,Skipped
2024-11-22,Journaling,Skipped
2024-03-18,Reading,Completed
2024-06-09,Exercise,Exceeded
2024-09-08,Meditation,Completed
2024-09-29,Exercise,Exceeded
2024-07-24,Water Intake,Skipped
2024-08-21,Journaling,Completed
2024-05-30,Exercise,Completed
2024-03-30,Reading,Completed
2024-02-14,Exercise,Completed
2024-08-12,Reading,Exceeded
2024-04-25,Journaling,Partial
2024-10-19,Water Intake,Exceeded
2024-10-20,Meditation,Partial
2024-01-18,Reading,Completed
2024-10-24,Journaling,Exceeded
2024-07-07,Journaling,Completed
2024-01-02,Journaling,Skipped
2024-09-11,Water Intake,Exceeded
2024-09-22,Journaling,Partial
2024-12-23,Journaling,Skipped
2024-03-20,Journaling,Skipped
2024-01-01,Exercise,Partial
2024-10-05,Exercise,Partial
2024-07-04,Water Intake,Skipped
2024-07-04,Exercise,Skipped
2024-03-02,Meditation,Skipped
2024-04-05,Water Intake,Partial
2024-01-01,Meditation,Partial
2024-09-02,Water Intake,Completed
2024-07-11,Water Intake,Skipped
2024-06-16,Exercise,Partial
2024-07-25,Reading,Exceeded
2024-11-12,Meditation,Skipped
2024-03-01,Reading,Completed
2024-10-07,Exercise,Partial
2024-12-30,Exercise,Partial
2024-09-15,Water Intake,Completed
2024-04-24,Water Intake,Completed
2024-05-09,Meditation,Skipped
2024-10-17,Meditation,Skipped
2024-07-24,Exercise,Completed
2024-05-20,Exercise,Partial
2024-06-22,Reading,Partial
2024-01-04,Water Intake,Exceeded
2024-03-15,Journaling,Exceeded
2024-06-01,Reading,Exceeded
2024-05-12,Water Intake,Skipped
2024-08-05,Meditation,Skipped
2024-06-12,Reading,Skipped
2024-12-17,Reading,Completed
2024-10-15,Journaling,Exceeded
2024-12-15,Journaling,Skipped
2024-11-05,Journaling,Completed
2024-12-19,Exercise,Completed
2024-08-31,Water Intake,Exceeded
2024-11-05,Meditation,Exceeded
2024-10-31,Exercise,Completed
2024-02-04,Reading,Skipped
2024-09-17,Exercise,Partial
2024-09-09,Water Intake,Skipped
2024-08-27,Reading,Skipped
2024-02-22,Journaling,Partial
2024-07-27,Meditation,Completed
2024-12-01,Exercise,Exceeded
2024-08-09,Exercise,Skipped
2024-12-18,Reading,Skipped
2024-05-02,Meditation,Partial
2024-03-22,Exercise,Exceeded
2024-06-09,Meditation,Skipped
2024-01-06,Exercise,Completed
2024-05-02,Exercise,Skipped
2024-01-21,Meditation,Partial
2024-01-24,Meditation,Partial
2024-08-18,Meditation,Partial
2024-12-14,Water Intake,Partial
2024-02-20,Journaling,Completed
2024-07-12,Meditation,Completed
2024-05-13,Reading,Skipped
2024-10-12,Reading,Exceeded
2024-03-22,Meditation,Completed
2024-09-29,Meditation,Exceeded
2024-10-08,Reading,Exceeded
2024-01-26,Exercise,Exceeded
2024-10-04,Journaling,Skipped
2024-04-04,Reading,Exceeded
2024-12-22,Water Intake,Partial
2024-05-22,Water Intake,Skipped
2024-09-15,Reading,Exceeded
2024-09-07,Reading,Exceeded
2024-02-25,Reading,Partial
2024-07-08,Journaling,Skipped
2024-02-08,Reading,Completed
2024-06-09,Water Intake,Partial
2024-12-03,Journaling,Exceeded
2024-04-03,Water Intake,Partial
2024-11-23,Water Intake,Completed
2024-10-21,Journaling,Completed
2024-07-08,Water Intake,Exceeded
2024-12-12,Exercise,Partial
2024-07-15,Exercise,Partial
2024-09-01,Reading,Partial
2024-08-26,Water Intake,Completed
2024-08-20,Meditation,Completed
2024-02-20,Journaling,Completed
2024-06-03,Meditation,Partial
2024-02-23,Exercise,Exceeded
2024-05-29,Reading,Partial
2024-08-13,Meditation,Exceeded
2024-02-01,Journaling,Partial
2024-05-29,Reading,Exceeded
2024-06-15,Journaling,Completed
2024-12-03,Exercise,Exceeded
2024-07-11,Reading,Skipped
2024-09-28,Meditation,Partial
2024-03-10,Journaling,Completed
2024-08-19,Journaling,Completed
2024-03-21,Reading,Partial
2024-11-08,Journaling,Skipped
2024-12-28,Journaling,Partial
2024-05-05,Journaling,Skipped
2024-06-04,Water Intake,Skipped
2024-05-17,Water Intake,Completed
2024-01-22,Reading,Partial
2024-05-19,Reading,Exceeded
2024-01-31,Exercise,Exceeded
